Technology,Age,CustomerSince,SupportCallsLastYear,AverageBill,ChurnIndicator,churn_label
phone,32,4/5/15 9:27 AM,0,52,0.002,0
fiber,34,10/27/13 10:27 AM,0,45,0.012,0
phone,18,4/16/11 9:27 AM,0,52,0.011,0
phone,21,10/7/14 9:27 AM,0,95,0.002,0
4G,35,8/25/10 9:27 AM,1,52,0.039,0
4G,54,8/26/12 9:27 AM,2,102,0.018,0
fiber,54,9/13/15 9:27 AM,0,33,0.002,0
phone,21,11/21/12 9:27 AM,1,81,0.01,0
phone,17,6/23/11 9:27 AM,1,14,0.081,0
phone,52,7/7/11 9:27 AM,1,39,0.029,0
phone,35,4/21/12 9:27 AM,0,13,0.035,0
landline,26,1/25/13 9:27 AM,1,103,0.004,0
landline,39,2/17/13 9:27 AM,7,103,0.014,0
fiber,67,9/27/10 9:27 AM,3,58,0.091,0
phone,24,3/2/11 9:27 AM,5,103,0.035,0
4G,54,4/5/13 9:27 AM,0,63,0.008,0
landline,11,4/26/11 9:27 AM,3,101,0.012,0
phone,1,12/19/14 9:27 AM,1,11,0.023,0
4G,28,6/17/11 9:27 AM,7,27,0.252,0
phone,23,3/11/11 9:27 AM,0,15,0.04,0
fiber,35,12/13/15 9:27 AM,3,99,0,0
fiber,58,8/1/15 9:27 AM,3,57,0.007,0
4G,49,7/9/13 9:27 AM,0,51,0.009,0
landline,20,2/28/14 9:27 AM,1,21,0.011,0
4G,70,9/8/13 9:27 AM,0,15,0.029,0
landline,46,9/28/11 9:27 AM,1,45,0.012,0
landline,41,7/22/12 9:27 AM,5,108,0.012,0
phone,65,12/17/12 9:27 AM,2,59,0.019,0
fiber,57,12/17/11 9:27 AM,5,52,0.116,0
phone,76,4/16/14 9:27 AM,1,10,0.042,0
4G,67,8/22/11 9:27 AM,0,15,0.054,0
4G,62,6/16/13 9:27 AM,2,48,0.03,0
landline,50,6/9/14 9:27 AM,0,96,0.001,0
4G,29,9/2/15 9:27 AM,7,23,0.019,0
landline,1,12/5/14 9:27 AM,9,63,0.01,0
phone,32,9/14/14 9:27 AM,0,94,0.002,0
fiber,30,11/1/15 9:27 AM,1,28,0.002,0
4G,72,7/27/12 9:27 AM,4,87,0.037,0
phone,12,9/1/14 9:27 AM,0,89,0.002,0
fiber,7,1/2/14 9:27 AM,0,23,0.021,0
4G,22,7/24/13 9:27 AM,1,101,0.009,0
phone,45,6/18/13 9:27 AM,0,29,0.011,0
phone,24,1/7/14 9:27 AM,1,80,0.006,0
phone,39,6/29/11 9:27 AM,5,18,0.188,0
phone,61,6/4/15 9:27 AM,5,109,0.004,0
phone,79,10/11/15 9:27 AM,1,94,0,0
fiber,2,7/20/11 9:27 AM,1,56,0.04,0
landline,50,5/5/12 9:27 AM,0,88,0.003,0
4G,6,4/30/15 9:27 AM,0,102,0.001,0
landline,1,3/11/11 9:27 AM,3,14,0.086,0
4G,71,5/10/12 9:27 AM,1,16,0.085,0
fiber,58,11/3/13 9:27 AM,1,55,0.019,0
phone,25,2/10/12 9:27 AM,4,74,0.033,0
4G,15,6/11/13 9:27 AM,1,42,0.023,0
4G,20,7/23/15 9:27 AM,0,18,0.004,0
fiber,26,7/28/15 9:27 AM,0,21,0.005,0
fiber,51,7/23/14 9:27 AM,2,56,0.019,0
phone,58,9/20/10 9:27 AM,5,41,0.097,0
phone,70,3/23/13 10:27 AM,0,68,0.005,0
fiber,66,10/26/12 9:27 AM,1,40,0.04,0
fiber,41,12/18/13 9:27 AM,0,109,0.005,0
4G,35,12/28/12 9:27 AM,0,40,0.014,0
landline,31,11/25/14 9:27 AM,2,56,0.004,0
4G,78,6/19/15 9:27 AM,9,14,0.066,0
phone,7,9/8/15 9:27 AM,3,76,0.002,0
4G,68,3/24/13 10:27 AM,0,18,0.029,0
fiber,65,10/20/11 9:27 AM,0,80,0.013,0
phone,33,10/21/10 9:27 AM,0,86,0.008,0
phone,5,12/13/13 9:27 AM,0,32,0.008,0
fiber,67,9/13/13 9:27 AM,1,36,0.032,0
fiber,42,7/7/10 9:27 AM,1,36,0.076,0
4G,13,10/15/11 9:27 AM,3,60,0.053,0
4G,69,10/20/14 9:27 AM,1,76,0.006,0
phone,48,1/29/14 9:27 AM,5,92,0.015,0
fiber,10,8/22/13 9:27 AM,7,26,0.18,0
4G,78,10/20/14 9:27 AM,3,93,0.009,0
fiber,49,6/13/11 9:27 AM,2,93,0.037,0
phone,56,3/29/13 10:27 AM,4,101,0.017,0
phone,38,2/13/14 9:27 AM,3,69,0.013,0
fiber,31,2/4/11 9:27 AM,1,14,0.175,0
4G,19,6/30/10 9:27 AM,1,106,0.019,0
4G,72,4/8/12 9:27 AM,1,57,0.024,0
4G,18,11/9/15 9:27 AM,2,52,0.001,0
landline,61,10/9/13 9:27 AM,0,20,0.007,0
fiber,55,6/15/13 9:27 AM,1,89,0.014,0
4G,79,9/29/11 9:27 AM,5,100,0.048,0
phone,74,3/12/15 10:27 AM,1,63,0.003,0
4G,69,8/14/13 9:27 AM,4,87,0.025,0
4G,73,10/20/14 9:27 AM,0,82,0.003,0
4G,54,5/5/12 9:27 AM,3,105,0.026,0
4G,12,12/14/10 9:27 AM,1,89,0.021,0
phone,3,10/27/14 10:27 AM,0,45,0.003,0
4G,56,10/14/10 9:27 AM,0,101,0.01,0
4G,51,5/10/15 9:27 AM,1,12,0.019,0
fiber,19,9/9/11 9:27 AM,8,50,0.194,0
phone,8,10/21/15 9:27 AM,0,65,0,0
phone,73,4/10/12 9:27 AM,0,71,0.007,0
phone,14,12/5/11 9:27 AM,9,17,0.299,0
phone,10,9/12/11 9:27 AM,2,57,0.028,0
4G,24,7/20/14 9:27 AM,2,82,0.01,0
landline,1,10/3/10 9:27 AM,2,46,0.021,0
4G,61,6/25/12 9:27 AM,2,97,0.02,0
4G,50,11/4/11 10:27 AM,1,59,0.026,0
phone,41,12/20/10 9:27 AM,0,87,0.007,0
4G,65,1/12/11 9:27 AM,0,101,0.009,0
4G,72,10/15/15 9:27 AM,0,77,0,0
4G,42,10/27/11 9:27 AM,5,24,0.196,0
4G,23,8/6/10 9:27 AM,1,29,0.07,0
phone,60,11/6/14 9:27 AM,0,92,0.002,0
phone,66,1/11/15 9:27 AM,7,15,0.062,0
4G,11,7/28/11 9:27 AM,6,79,0.073,0
4G,24,12/19/12 9:27 AM,4,18,0.157,0
phone,3,7/23/10 9:27 AM,4,93,0.037,0
4G,51,12/15/11 9:27 AM,4,60,0.063,0
phone,14,2/11/15 9:27 AM,2,93,0.003,0
phone,64,7/15/14 9:27 AM,2,55,0.01,0
phone,40,9/13/14 9:27 AM,1,93,0.003,0
phone,22,8/1/14 9:27 AM,0,36,0.005,0
phone,57,11/2/10 10:27 AM,0,25,0.026,0
fiber,48,5/1/11 9:27 AM,2,88,0.04,0
phone,52,12/19/10 9:27 AM,0,47,0.013,0
landline,78,11/26/13 9:27 AM,0,107,0.001,0
fiber,71,2/19/12 9:27 AM,3,26,0.148,0
fiber,64,1/19/15 9:27 AM,0,69,0.003,0
4G,18,7/23/12 9:27 AM,1,29,0.044,0
4G,5,5/11/14 9:27 AM,0,17,0.018,0
4G,5,7/13/10 9:27 AM,3,97,0.042,0
phone,46,6/28/11 9:27 AM,4,97,0.029,0
landline,6,9/10/11 9:27 AM,0,17,0.016,0
landline,19,12/6/13 9:27 AM,7,23,0.044,0
4G,46,6/2/12 9:27 AM,3,36,0.074,0
phone,12,2/22/14 9:27 AM,0,15,0.015,0
fiber,13,12/4/10 9:27 AM,1,71,0.036,0
phone,21,6/17/11 9:27 AM,2,23,0.074,0
phone,15,3/3/12 9:27 AM,0,22,0.022,0
fiber,70,1/28/11 9:27 AM,1,102,0.024,0
4G,24,1/28/12 9:27 AM,2,64,0.034,0
4G,51,8/31/14 9:27 AM,0,26,0.009,0
fiber,46,3/3/14 9:27 AM,1,97,0.009,0
fiber,8,5/13/11 9:27 AM,1,89,0.026,0
phone,24,2/12/13 9:27 AM,0,89,0.004,0
4G,50,11/17/10 9:27 AM,6,14,0.48,0
phone,74,12/25/13 9:27 AM,0,79,0.003,0
landline,66,11/5/13 9:27 AM,0,40,0.003,0
4G,77,10/31/13 10:27 AM,0,75,0.005,0
phone,16,1/7/14 9:27 AM,0,53,0.005,0
phone,72,2/4/11 9:27 AM,6,60,0.072,0
fiber,25,3/20/12 10:27 AM,1,78,0.024,0
4G,72,1/9/15 9:27 AM,0,89,0.002,0
fiber,50,3/29/14 10:27 AM,3,28,0.062,0
phone,53,12/31/11 9:27 AM,1,78,0.013,0
phone,79,8/24/11 9:27 AM,1,43,0.025,0
phone,6,3/20/13 10:27 AM,0,77,0.004,0
landline,49,9/10/14 9:27 AM,2,97,0.002,0
landline,39,3/16/14 10:27 AM,0,71,0.002,0
phone,5,3/22/15 10:27 AM,0,62,0.001,0
fiber,77,9/2/10 9:27 AM,2,42,0.095,0
fiber,57,9/9/12 9:27 AM,0,42,0.02,0
phone,15,5/25/13 9:27 AM,2,27,0.036,0
phone,22,4/17/11 9:27 AM,5,58,0.061,0
phone,21,12/29/12 9:27 AM,0,90,0.004,0
phone,16,11/15/12 9:27 AM,3,27,0.058,0
landline,60,9/24/15 9:27 AM,0,28,0.001,0
landline,74,8/29/12 9:27 AM,0,23,0.009,0
phone,65,12/26/10 9:27 AM,0,30,0.021,0
4G,33,10/27/11 9:27 AM,6,83,0.066,0
fiber,29,3/19/13 10:27 AM,2,14,0.148,0
4G,38,3/14/12 10:27 AM,0,77,0.009,0
phone,4,11/27/11 9:27 AM,1,101,0.01,0
landline,50,8/28/12 9:27 AM,0,23,0.009,0
4G,79,8/18/12 9:27 AM,0,27,0.023,0
landline,75,7/2/11 9:27 AM,0,62,0.005,0
4G,10,7/17/13 9:27 AM,0,48,0.01,0
4G,57,3/21/11 10:27 AM,0,107,0.008,0
landline,77,8/21/15 9:27 AM,1,96,0,0
phone,3,5/1/14 9:27 AM,7,38,0.043,0
phone,17,6/22/15 9:27 AM,2,50,0.004,0
4G,75,8/18/12 9:27 AM,1,12,0.105,0
phone,34,2/8/14 9:27 AM,4,85,0.014,0
phone,19,9/24/13 9:27 AM,0,22,0.013,0
landline,76,1/12/13 9:27 AM,0,104,0.002,0
phone,72,2/15/13 9:27 AM,0,96,0.004,0
4G,76,5/7/15 9:27 AM,2,49,0.007,0
landline,40,4/18/14 9:27 AM,0,50,0.002,0
fiber,38,1/24/12 9:27 AM,0,55,0.018,0
phone,10,10/24/13 9:27 AM,4,14,0.096,0
fiber,4,12/9/10 9:27 AM,2,34,0.112,0
landline,50,8/7/14 9:27 AM,4,47,0.009,0
fiber,53,10/30/14 10:27 AM,0,32,0.009,0
phone,50,11/17/12 9:27 AM,0,26,0.015,0
fiber,5,12/9/11 9:27 AM,0,41,0.025,0
4G,56,10/1/11 9:27 AM,0,59,0.013,0
4G,6,8/16/15 9:27 AM,0,27,0.002,0
landline,38,8/20/14 9:27 AM,1,105,0.002,0
phone,25,7/11/14 9:27 AM,2,27,0.02,0
fiber,39,7/1/15 9:27 AM,0,49,0.002,0
4G,80,10/2/12 9:27 AM,0,99,0.006,0
phone,4,7/3/15 9:27 AM,2,99,0.002,0
4G,37,12/17/13 9:27 AM,0,32,0.012,0
fiber,74,12/20/13 9:27 AM,0,50,0.01,0
phone,59,3/8/12 9:27 AM,2,41,0.035,0
phone,1,1/1/12 9:27 AM,0,72,0.007,0
fiber,38,10/4/14 9:27 AM,1,100,0.006,0
fiber,80,2/25/14 9:27 AM,9,45,0.101,0
4G,34,2/27/11 9:27 AM,3,72,0.05,0
phone,20,12/22/11 9:27 AM,1,55,0.018,0
phone,54,3/27/15 10:27 AM,0,99,0.001,0
fiber,36,3/29/14 10:27 AM,1,60,0.014,0
phone,30,11/13/12 9:27 AM,2,74,0.016,0
4G,9,3/4/15 9:27 AM,0,17,0.009,0
phone,29,2/22/11 9:27 AM,1,81,0.015,0
fiber,54,5/26/15 9:27 AM,0,98,0.001,0
landline,41,4/21/11 9:27 AM,0,76,0.004,0
phone,8,7/11/11 9:27 AM,0,104,0.005,0
phone,20,4/4/12 9:27 AM,0,51,0.009,0
4G,13,5/5/11 9:27 AM,0,44,0.02,0
4G,31,12/1/14 9:27 AM,9,23,0.085,0
4G,3,2/19/12 9:27 AM,0,29,0.025,0
landline,28,11/4/12 9:27 AM,1,44,0.009,0
phone,48,7/10/11 9:27 AM,1,72,0.016,0
4G,15,2/1/12 9:27 AM,0,61,0.012,0
phone,52,7/14/11 9:27 AM,7,35,0.128,0
landline,74,3/29/15 9:27 AM,7,84,0.004,0
phone,25,8/13/15 9:27 AM,8,13,0.029,0
4G,30,12/7/15 9:27 AM,2,57,0,0
4G,73,12/2/12 9:27 AM,9,37,0.155,0
landline,23,7/3/11 9:27 AM,1,43,0.013,0
phone,71,1/17/11 9:27 AM,1,72,0.017,0
4G,79,7/10/13 9:27 AM,2,60,0.023,0
4G,37,12/30/14 9:27 AM,0,106,0.002,0
fiber,76,10/12/14 9:27 AM,0,73,0.004,0
4G,31,2/7/13 9:27 AM,2,48,0.034,0
phone,61,8/3/11 9:27 AM,2,75,0.022,0
4G,26,9/16/13 9:27 AM,0,103,0.004,0
phone,37,5/22/11 9:27 AM,1,71,0.016,0
4G,21,11/18/12 9:27 AM,7,52,0.089,0
4G,49,7/11/15 9:27 AM,1,93,0.002,0
4G,26,10/4/12 9:27 AM,6,12,0.353,0
fiber,6,10/26/12 9:27 AM,1,29,0.055,0
landline,72,3/22/11 10:27 AM,1,49,0.012,0
4G,38,3/2/15 9:27 AM,1,69,0.004,0
phone,62,5/26/14 9:27 AM,0,35,0.006,0
4G,66,12/23/13 9:27 AM,0,42,0.009,0
phone,64,1/7/13 9:27 AM,8,91,0.037,0
phone,37,2/4/14 9:27 AM,0,75,0.003,0
landline,59,11/14/15 9:27 AM,4,83,0,0
phone,30,6/2/11 9:27 AM,0,49,0.012,0
fiber,34,3/6/14 9:27 AM,0,78,0.006,0
phone,63,7/19/15 9:27 AM,1,21,0.005,0
fiber,38,11/11/12 9:27 AM,8,10,0.702,1
landline,12,5/31/11 9:27 AM,0,79,0.004,0
landline,13,6/30/14 9:27 AM,0,77,0.001,0
4G,2,2/14/12 9:27 AM,0,110,0.007,0
4G,46,2/10/14 9:27 AM,0,77,0.005,0
phone,56,12/9/15 9:27 AM,2,33,0,0
fiber,15,8/15/10 9:27 AM,0,97,0.014,0
fiber,73,4/5/13 9:27 AM,0,73,0.009,0
phone,20,10/11/12 9:27 AM,8,52,0.069,0
phone,57,7/22/14 9:27 AM,1,58,0.006,0
landline,74,8/21/15 9:27 AM,0,61,0,0
landline,7,4/14/11 9:27 AM,5,80,0.022,0
phone,15,8/9/14 9:27 AM,1,44,0.008,0
landline,53,9/16/14 9:27 AM,3,62,0.005,0
phone,7,8/5/10 9:27 AM,0,27,0.025,0
4G,11,8/28/15 9:27 AM,1,52,0.002,0
4G,61,10/6/14 9:27 AM,5,94,0.014,0
phone,74,2/16/14 9:27 AM,0,54,0.004,0
fiber,65,10/8/15 9:27 AM,0,53,0.001,0
phone,31,12/5/15 9:27 AM,0,81,0,0
phone,56,10/24/11 9:27 AM,0,91,0.006,0
phone,27,11/1/10 10:27 AM,0,56,0.012,0
4G,72,5/25/14 9:27 AM,1,65,0.009,0
fiber,20,1/30/13 9:27 AM,0,42,0.017,0
phone,66,1/4/14 9:27 AM,2,26,0.028,0
fiber,57,10/25/12 9:27 AM,1,62,0.026,0
phone,77,7/25/10 9:27 AM,0,72,0.009,0
fiber,6,9/24/12 9:27 AM,0,44,0.018,0
4G,17,10/14/12 9:27 AM,1,79,0.015,0
4G,9,10/10/10 9:27 AM,2,42,0.07,0
landline,15,6/17/13 9:27 AM,0,30,0.005,0
phone,61,6/25/11 9:27 AM,3,38,0.059,0
landline,4,4/8/15 9:27 AM,0,10,0.004,0
landline,55,3/6/13 9:27 AM,7,14,0.1,0
landline,38,7/30/13 9:27 AM,1,97,0.003,0
fiber,77,6/27/14 9:27 AM,0,46,0.008,0
fiber,28,6/29/15 9:27 AM,0,21,0.006,0
phone,20,3/30/15 9:27 AM,0,20,0.004,0
4G,72,7/26/12 9:27 AM,6,41,0.109,0
fiber,21,8/28/14 9:27 AM,2,14,0.07,0
phone,72,5/23/14 9:27 AM,0,102,0.002,0
phone,35,5/21/14 9:27 AM,0,13,0.015,0
phone,71,2/19/13 9:27 AM,2,52,0.02,0
phone,56,1/28/14 9:27 AM,10,19,0.137,0
fiber,17,1/13/12 9:27 AM,0,60,0.016,0
phone,29,10/31/12 10:27 AM,1,104,0.008,0
phone,76,1/1/12 9:27 AM,4,45,0.055,0
4G,57,6/5/12 9:27 AM,3,100,0.027,0
landline,54,10/24/14 9:27 AM,0,26,0.003,0
fiber,46,10/29/14 10:27 AM,0,33,0.009,0
phone,37,5/18/13 9:27 AM,1,27,0.024,0
4G,13,12/1/10 9:27 AM,0,79,0.012,0
4G,54,6/30/10 9:27 AM,3,59,0.07,0
fiber,49,10/11/13 9:27 AM,6,59,0.065,0
phone,10,11/13/12 9:27 AM,0,35,0.011,0
phone,49,1/18/13 9:27 AM,6,43,0.06,0
landline,28,6/29/14 9:27 AM,0,81,0.001,0
4G,11,9/12/10 9:27 AM,0,80,0.012,0
landline,13,2/3/11 9:27 AM,0,43,0.007,0
fiber,56,6/6/13 9:27 AM,0,62,0.01,0
phone,50,12/17/12 9:27 AM,2,30,0.038,0
4G,28,12/5/11 9:27 AM,6,79,0.068,0
4G,11,5/4/14 9:27 AM,5,34,0.054,0
phone,24,7/17/14 9:27 AM,0,98,0.002,0
4G,5,7/6/12 9:27 AM,0,81,0.008,0
landline,40,3/13/12 10:27 AM,6,107,0.015,0
landline,76,8/28/10 9:27 AM,3,83,0.016,0
landline,11,10/24/12 9:27 AM,1,27,0.015,0
4G,53,12/26/11 9:27 AM,0,61,0.012,0
landline,62,9/7/13 9:27 AM,0,74,0.002,0
4G,51,12/19/13 9:27 AM,0,40,0.009,0
phone,72,11/12/10 9:27 AM,3,81,0.032,0
fiber,62,12/6/11 9:27 AM,1,55,0.037,0
phone,20,6/20/15 9:27 AM,0,17,0.004,0
landline,52,8/6/13 9:27 AM,2,51,0.009,0
4G,50,2/9/15 9:27 AM,0,52,0.003,0
fiber,20,6/18/11 9:27 AM,6,53,0.15,0
phone,36,10/15/13 9:27 AM,0,54,0.005,0
4G,45,6/18/15 9:27 AM,6,53,0.012,0
4G,51,6/2/12 9:27 AM,2,67,0.03,0
landline,30,8/7/10 9:27 AM,1,59,0.011,0
4G,22,11/4/14 9:27 AM,6,11,0.134,0
fiber,48,1/29/11 9:27 AM,3,55,0.089,0
4G,47,7/24/14 9:27 AM,0,64,0.004,0
fiber,22,12/14/10 9:27 AM,0,57,0.022,0
fiber,4,7/31/15 9:27 AM,0,34,0.003,0
phone,10,1/5/14 9:27 AM,1,32,0.015,0
fiber,38,4/2/15 9:27 AM,0,36,0.005,0
4G,16,1/14/14 9:27 AM,0,77,0.005,0
fiber,8,9/26/12 9:27 AM,0,58,0.014,0
fiber,56,9/30/11 9:27 AM,4,100,0.053,0
phone,54,6/19/14 9:27 AM,1,44,0.009,0
phone,58,7/1/11 9:27 AM,0,59,0.01,0
phone,39,4/2/11 9:27 AM,1,98,0.012,0
phone,25,7/18/15 9:27 AM,0,40,0.001,0
fiber,30,9/23/10 9:27 AM,9,69,0.191,0
phone,67,7/3/15 9:27 AM,0,16,0.004,0
landline,34,11/25/15 9:27 AM,1,94,0,0
phone,57,6/24/15 9:27 AM,1,44,0.003,0
4G,17,1/31/14 9:27 AM,6,20,0.124,0
4G,61,1/7/12 9:27 AM,2,91,0.025,0
4G,38,7/2/11 9:27 AM,1,89,0.019,0
landline,46,6/9/13 9:27 AM,2,92,0.005,0
landline,51,2/25/11 9:27 AM,0,76,0.004,0
4G,49,12/20/12 9:27 AM,3,17,0.133,0
phone,14,12/7/10 9:27 AM,0,79,0.008,0
landline,72,12/28/11 9:27 AM,8,65,0.035,0
landline,43,10/13/15 9:27 AM,1,32,0.001,0
fiber,31,4/23/13 9:27 AM,7,32,0.167,0
4G,77,6/10/15 9:27 AM,0,18,0.005,0
4G,29,9/26/14 9:27 AM,3,17,0.054,0
4G,1,7/23/10 9:27 AM,1,97,0.021,0
phone,11,11/29/10 9:27 AM,1,33,0.039,0
4G,53,8/16/14 9:27 AM,3,66,0.015,0
phone,21,9/16/10 9:27 AM,6,22,0.211,0
4G,37,1/23/12 9:27 AM,5,31,0.143,0
phone,58,6/3/12 9:27 AM,4,34,0.066,0
landline,11,12/9/12 9:27 AM,9,22,0.086,0
fiber,31,9/17/14 9:27 AM,0,71,0.004,0
4G,55,3/7/12 9:27 AM,2,102,0.021,0
phone,67,7/26/13 9:27 AM,0,59,0.005,0
phone,46,12/26/13 9:27 AM,5,69,0.022,0
4G,4,11/3/13 9:27 AM,4,22,0.091,0
fiber,42,10/31/14 10:27 AM,7,50,0.045,0
landline,15,8/15/12 9:27 AM,1,105,0.004,0
4G,2,7/16/11 9:27 AM,4,83,0.05,0
phone,73,7/3/14 9:27 AM,0,90,0.002,0
4G,20,10/30/11 10:27 AM,2,93,0.025,0
4G,33,2/16/15 9:27 AM,4,12,0.065,0
fiber,72,10/22/14 9:27 AM,0,21,0.014,0
fiber,26,12/8/12 9:27 AM,0,28,0.027,0
fiber,71,9/18/12 9:27 AM,5,53,0.092,0
phone,38,7/29/12 9:27 AM,0,13,0.033,0
4G,41,1/28/13 9:27 AM,0,16,0.034,0
4G,44,11/25/10 9:27 AM,0,64,0.015,0
phone,19,1/27/11 9:27 AM,2,67,0.028,0
phone,30,9/10/12 9:27 AM,0,78,0.005,0
landline,9,10/24/10 9:27 AM,2,69,0.014,0
fiber,57,4/15/11 9:27 AM,1,56,0.042,0
4G,70,7/4/14 9:27 AM,0,65,0.004,0
phone,80,8/21/13 9:27 AM,8,101,0.026,0
fiber,64,8/27/11 9:27 AM,1,82,0.026,0
phone,6,11/7/11 9:27 AM,0,61,0.008,0
4G,74,6/16/12 9:27 AM,1,19,0.07,0
fiber,36,10/25/11 9:27 AM,1,98,0.021,0
landline,6,11/13/12 9:27 AM,2,49,0.012,0
4G,41,10/8/12 9:27 AM,2,60,0.03,0
phone,64,7/21/12 9:27 AM,0,108,0.004,0
phone,4,8/15/11 9:27 AM,1,25,0.044,0
landline,23,11/13/11 9:27 AM,2,65,0.012,0
phone,41,1/1/15 9:27 AM,2,39,0.009,0
phone,32,3/20/13 10:27 AM,1,67,0.01,0
4G,33,11/26/14 9:27 AM,0,54,0.004,0
phone,47,4/25/13 9:27 AM,0,25,0.013,0
4G,5,2/11/15 9:27 AM,0,95,0.002,0
4G,27,7/31/10 9:27 AM,0,29,0.035,0
4G,5,9/5/14 9:27 AM,1,68,0.007,0
4G,34,11/10/15 9:27 AM,0,55,0,0
phone,30,1/27/11 9:27 AM,3,31,0.079,0
phone,7,7/29/12 9:27 AM,6,42,0.071,0
landline,31,4/26/14 9:27 AM,0,58,0.002,0
phone,36,2/19/11 9:27 AM,0,95,0.006,0
phone,61,2/21/11 9:27 AM,0,11,0.055,0
fiber,47,7/29/12 9:27 AM,4,87,0.049,0
phone,43,8/10/12 9:27 AM,4,66,0.032,0
landline,18,8/22/13 9:27 AM,10,87,0.018,0
phone,71,5/1/12 9:27 AM,0,74,0.006,0
4G,25,8/11/13 9:27 AM,1,75,0.012,0
phone,77,7/19/10 9:27 AM,1,81,0.017,0
4G,50,2/27/14 9:27 AM,0,102,0.003,0
phone,25,4/24/11 9:27 AM,0,14,0.042,0
landline,66,7/22/10 9:27 AM,0,13,0.026,0
4G,61,2/2/13 9:27 AM,0,72,0.008,0
4G,24,7/26/15 9:27 AM,5,54,0.008,0
phone,36,12/6/11 9:27 AM,0,34,0.015,0
phone,45,7/21/15 9:27 AM,4,71,0.004,0
fiber,48,5/6/14 9:27 AM,5,65,0.037,0
4G,57,4/11/15 9:27 AM,1,95,0.003,0
4G,4,10/15/11 9:27 AM,0,99,0.008,0
phone,19,12/11/12 9:27 AM,4,88,0.022,0
4G,7,9/24/12 9:27 AM,3,38,0.064,0
landline,47,12/1/10 9:27 AM,5,92,0.021,0
landline,67,12/16/13 9:27 AM,1,43,0.006,0
fiber,38,1/22/13 9:27 AM,4,51,0.072,0
landline,7,2/7/12 9:27 AM,0,98,0.002,0
phone,61,12/19/14 9:27 AM,8,21,0.053,0
fiber,29,8/7/11 9:27 AM,1,46,0.048,0
fiber,36,9/7/11 9:27 AM,3,91,0.047,0
landline,42,8/31/15 9:27 AM,1,82,0,0
4G,21,7/30/14 9:27 AM,1,81,0.006,0
landline,56,5/20/15 9:27 AM,1,42,0.002,0
fiber,58,2/18/12 9:27 AM,0,106,0.009,0
fiber,10,12/4/14 9:27 AM,3,53,0.02,0
landline,41,2/28/13 9:27 AM,0,63,0.003,0
landline,49,6/3/11 9:27 AM,0,28,0.01,0
4G,43,10/1/14 9:27 AM,0,12,0.019,0
4G,12,2/8/14 9:27 AM,1,81,0.009,0
phone,39,11/29/11 9:27 AM,0,51,0.01,0
phone,43,4/7/11 9:27 AM,1,10,0.118,0
phone,35,8/24/10 9:27 AM,1,89,0.015,0
fiber,16,8/6/14 9:27 AM,1,20,0.034,0
phone,7,8/24/12 9:27 AM,1,47,0.018,0
phone,9,8/22/12 9:27 AM,9,69,0.061,0
4G,49,1/21/12 9:27 AM,0,26,0.028,0
phone,9,7/16/13 9:27 AM,7,103,0.024,0
4G,70,10/25/15 10:27 AM,1,47,0.001,0
phone,10,3/13/11 10:27 AM,3,109,0.022,0
phone,57,9/15/10 9:27 AM,0,43,0.015,0
phone,28,6/11/13 9:27 AM,1,79,0.008,0
landline,78,7/11/14 9:27 AM,0,63,0.001,0
phone,80,3/7/12 9:27 AM,2,59,0.024,0
4G,46,2/11/15 9:27 AM,1,89,0.004,0
phone,46,2/14/14 9:27 AM,2,72,0.01,0
4G,71,12/2/15 9:27 AM,2,17,0.001,0
phone,6,2/19/15 9:27 AM,0,84,0.001,0
landline,25,7/28/13 9:27 AM,0,45,0.003,0
4G,49,4/12/14 9:27 AM,0,97,0.003,0
fiber,4,4/24/12 9:27 AM,7,106,0.069,0
fiber,79,7/13/14 9:27 AM,4,10,0.179,0
4G,32,9/29/13 9:27 AM,0,91,0.005,0
phone,73,12/3/11 9:27 AM,0,16,0.032,0
phone,47,10/16/14 9:27 AM,0,17,0.009,0
phone,0,7/5/10 9:27 AM,1,93,0.015,0
fiber,65,4/23/12 9:27 AM,1,94,0.02,0
fiber,9,3/11/14 10:27 AM,3,44,0.04,0
4G,35,10/19/11 9:27 AM,0,16,0.049,0
landline,47,5/6/15 9:27 AM,1,10,0.008,0
phone,70,12/1/14 9:27 AM,0,72,0.002,0
4G,60,11/19/10 9:27 AM,4,60,0.08,0
4G,37,6/26/10 9:27 AM,1,47,0.044,0
4G,40,9/16/12 9:27 AM,0,65,0.009,0
fiber,47,4/19/12 9:27 AM,9,102,0.09,0
phone,1,8/13/11 9:27 AM,0,61,0.009,0
4G,77,9/29/14 9:27 AM,2,58,0.012,0
phone,4,9/3/13 9:27 AM,4,13,0.111,0
landline,7,3/14/15 10:27 AM,0,96,0,0
landline,64,5/4/13 9:27 AM,6,57,0.02,0
phone,9,6/30/13 9:27 AM,6,73,0.03,0
phone,70,12/22/10 9:27 AM,0,100,0.006,0
phone,35,5/13/15 9:27 AM,1,50,0.003,0
phone,4,11/26/12 9:27 AM,0,28,0.014,0
fiber,19,9/20/12 9:27 AM,5,104,0.047,0
fiber,6,6/6/15 9:27 AM,2,57,0.007,0
4G,58,5/19/14 9:27 AM,3,44,0.027,0
fiber,52,8/2/15 9:27 AM,0,61,0.002,0
4G,11,1/8/15 9:27 AM,8,76,0.021,0
4G,30,3/21/14 10:27 AM,2,61,0.016,0
